OBJECTID,YEAR_,STATE,AGENCY,UNIT_ID,FIRE_NAME,INC_NUM,ALARM_DATE,CONT_DATE,CAUSE,COMMENTS,REPORT_AC,GIS_ACRES,C_METHOD,OBJECTIVE,FIRE_NUM,GlobalID,SHAPE_Length,SHAPE_Area
13211,1987,CA,USF,BDF, ,00000000,,,14,,,131.05199,,1,00000000,{8853FC0D-E8D4-42A7-879C-20B59E057C08},3620.46883823526,779478.691699893
13212,1987,CA,USF,BDF, ,00000000,,,14,,,288.49017,,1,00000000,{B6BBC711-3C54-43EE-BC85-37DEDF6FDB4A},5918.78734579247,1715115.52190845
13213,1987,CA,USF,BDF, ,00000000,,,14,,,335.14481,,1,00000000,{500AA5E3-5F01-45BC-A569-CB8229C5A3BF},5914.34415863205,1991371.98106447
13214,1987,CA,USF,BDF, ,00000000,,,14,,,33.65345,,1,00000000,{E0AD9D9F-1758-4B0D-BD5C-D8875BC1DE9E},1665.80293916663,199982.9893194
13215,1987,CA,USF,BDF, ,00000000,,,14,,,100.16698,,1,00000000,{5731DADF-3D02-4B51-A090-4C285D7A1984},3191.42454894463,594988.113921116
13216,1987,CA,USF,BDF, ,00000000,,,14,,,951.89838,,1,00000000,{C4980CBF-9C4C-4FAD-8FED-4CE5FE52A5CC},9355.40024192757,5652477.13598279
13217,1987,CA,USF,BDF, ,00000000,,,14,,,170.7766,,1,00000000,{CD6D47A8-5600-4BD0-979D-A662D3411A65},4379.3383882355,1013889.17655164
13218,1987,CA,USF,BDF, ,00000000,,,14,,,247.16876,,1,00000000,{2323FBBD-C586-444D-AE35-742A7FFB4302},5362.99448028416,1466657.64611484
13219,1987,CA,USF,BDF, ,00000000,,,14,,,165.29047,,1,00000000,{C82AC5F6-EB2F-4C45-85BC-F18EF3EAECC4},4327.15812779175,980013.719136434
13220,1987,CA,USF,BDF,TRUCK,00000000,1987/05/31 00:00:00,1987/06/01 00:00:00,2,,1000,1180.4152,8,1,00000073,{ADBC5037-CB6A-497A-9AD9-34A2CCB6EBF1},14306.8022967133,7010986.71837621
13221,1987,CA,CDF,BDU,SUMMIT,00010228,1987/07/19 00:00:00,,2,,,561.9256,,1,00000774,{B07515AB-BA57-4C13-80D9-0E6B1570EC39},8715.38430264414,3344313.59000152
13222,1987,CA,CDF,SHU,USFS #35 SHF (BALLY),00004149,1987/09/02 00:00:00,,1,,,11094.445,,1,00000591,{0ED7FF24-DD65-43DF-A9C1-07552415E543},51436.5156522355,78504976.8212586
13223,1987,CA,USF,SHF, ,00000000,,,1,,,370.44696,,1,00000216,{C543698E-59B6-4FD2-96FE-FEC6738AF0FD},10658.4048377903,2651815.75477554
13224,1987,CA,USF,SHF, ,00000000,,,1,,,1733.9994,,1,00000221,{E0A42D13-1EF3-4C5D-948C-3186FB3A5C7C},22750.7091955758,12399412.6896155
13225,1987,CA,USF,SHF,STRAUSE,00000000,1987/08/30 00:00:00,1987/10/13 00:00:00,1,,6180,8626.7588,8,1,00000302,{D882C6A5-1479-4E47-9E57-A5DE50D732F1},35054.959852429,61331811.6254807
13226,1987,CA,USF,SHF,RIPSTEIN,00000000,1987/08/30 00:00:00,1987/09/26 00:00:00,1,,2262,4088.8982,8,1,00000298,{9800F01A-3D9C-4E34-AA8A-343F161A982D},25071.2224151235,28989786.9915784
13227,1987,CA,USF,SHF,GULCH,00000000,1987/08/30 00:00:00,1987/09/11 00:00:00,1,,6800,6584.2632,8,1,00000285,{48DAEE0A-E943-4237-A959-32F05CD8B7E0},36389.4353595141,46347380.022657
13228,1987,CA,USF,SHF,BEAR,00000000,1987/08/30 00:00:00,1987/09/14 00:00:00,1,,5750,4954.7314,8,1,00000289,{CB7ABBA5-7F3C-474A-9BC7-DA69BAB6B9D3},30834.9045962765,34874907.4903607
